,Date,Customer Type,Delivery Type,Device Type,Revenue,before vs book,book vs select,select vs order,before vs order
198,2017-09-25,New,Home Delivery,Desktop ,278649.84,-0.14089121887287026,-0.12331553521484871,-0.07569605568445475,-0.3038444735692442
199,2017-09-25,New,Store Collection,Mobile ,2765.48,-0.19672131147540983,-0.08163265306122448,-0.08888888888888889,-0.32786885245901637
200,2017-09-26,Existing,Store Collection,Desktop ,358955.92,-0.16186252771618626,-0.04112554112554113,-0.007524454477050414,-0.20237855271114694
201,2017-09-26,Existing,Store Collection,Mobile ,326323.82,-0.12707296849087893,-0.12562336737117075,-0.020640956002172733,-0.2524875621890547
202,2017-09-26,Existing,Home Delivery,Mobile ,1457955.98,-0.11336442912188197,-0.04231473010064044,-0.021077143539527107,-0.16877915230176435
203,2017-09-26,New,Store Collection,Desktop ,33190.46,-0.15682281059063136,-0.07971014492753623,-0.026246719160104987,-0.24439918533604887
204,2017-09-26,New,Store Collection,Mobile ,2716.6,-0.2903225806451613,-0.022727272727272728,-0.046511627906976744,-0.3387096774193548
205,2017-09-26,New,Home Delivery,Desktop ,281237.66,-0.11749769159741459,-0.09416688464556631,-0.04678024833958995,-0.23799630655586335
206,2017-09-26,Existing,Home Delivery,Desktop ,1531560.8,-0.148839924120823,-0.012629293102462998,-0.08050700312536173,-0.22724840702368793
207,2017-09-26,New,Home Delivery,Mobile ,17065.7,-0.19143576826196473,-0.19003115264797507,-0.13076923076923078,-0.43073047858942065
208,2017-09-27,Existing,Home Delivery,Mobile ,1535797.38,-0.12121510997139757,-0.12328843995510662,-0.015105933559495615,-0.241197356741296
209,2017-09-27,Existing,Home Delivery,Desktop ,1534545.3,-0.12211543152656486,-0.07741469378681783,-0.010782482982952835,-0.1988095818900327
210,2017-09-27,New,Store Collection,Desktop ,32007.0,-0.18058252427184465,-0.05687203791469194,-0.020100502512562814,-0.24271844660194175
211,2017-09-27,New,Store Collection,Mobile ,2816.24,-0.23728813559322035,-0.044444444444444446,-0.023255813953488372,-0.288135593220339
212,2017-09-27,Existing,Store Collection,Mobile ,322007.34,-0.18854694195559019,-0.08449351896303409,-0.021237545883586787,-0.2728866380989482
213,2017-09-27,Existing,Store Collection,Desktop ,343609.48,-0.18117369042930287,-0.012746512746512747,-0.030937880633373934,-0.21662071681764475
214,2017-09-27,New,Home Delivery,Desktop ,284137.56,-0.1384648931530746,-0.15110098709187547,-0.04979129397734049,-0.30505887483645877
215,2017-09-27,New,Home Delivery,Mobile ,17060.06,-0.2210796915167095,-0.18811881188118812,-0.08130081300813008,-0.4190231362467866
216,2017-09-28,Existing,Store Collection,Mobile ,326410.3,-0.18628822706376175,-0.07418324735937117,-0.017245953833908197,-0.25964421347191685
217,2017-09-28,Existing,Store Collection,Desktop ,359798.16,-0.186266771902131,-0.07250242483026188,-0.00784313725490196,-0.2511838989739542
218,2017-09-28,New,Store Collection,Desktop ,33678.32,-0.18590998043052837,-0.07932692307692307,-0.013054830287206266,-0.2602739726027397
219,2017-09-28,New,Home Delivery,Desktop ,288397.64,-0.124,-0.17250126839167934,-0.019313304721030045,-0.2891111111111111
220,2017-09-28,Existing,Home Delivery,Mobile ,1466968.7,-0.15095986038394416,-0.09341098549731643,-0.01939790905655624,-0.24520069808027922
221,2017-09-28,Existing,Home Delivery,Desktop ,1546003.9,-0.12372243141473911,-0.05586249232658073,-0.0255349332072349,-0.19379920778522178
222,2017-09-28,New,Store Collection,Mobile ,2707.2,-0.26229508196721313,-0.044444444444444446,-0.046511627906976744,-0.32786885245901637
223,2017-09-28,New,Home Delivery,Mobile ,17161.58,-0.25183374083129584,-0.14705882352941177,-0.11494252873563218,-0.4352078239608802
224,2017-09-29,New,Store Collection,Desktop ,33871.96,-0.12992125984251968,-0.0746606334841629,-0.017114914425427872,-0.20866141732283464
225,2017-09-29,New,Store Collection,Mobile ,2914.94,-0.25,-0.044444444444444446,-0.023255813953488372,-0.3
226,2017-09-29,New,Home Delivery,Desktop ,283044.34,-0.17082872928176795,-0.08955223880597014,-0.03717798594847775,-0.27314917127071825
227,2017-09-29,Existing,Store Collection,Mobile ,321216.8,-0.17230338202921752,-0.097678916827853,-0.04957127545551983,-0.2901741044626776
228,2017-09-29,Existing,Store Collection,Desktop ,361283.36,-0.1646919431279621,-0.04988179669030733,-0.05847225678029361,-0.2527646129541864
229,2017-09-29,Existing,Home Delivery,Desktop ,1650209.48,-0.13711583924349882,-0.025608051439753983,-0.07459688988351408,-0.22193274472909733
230,2017-09-29,Existing,Home Delivery,Mobile ,1503809.18,-0.1561603863762137,-0.007631312227985453,-0.07906278161610093,-0.22880716405896262
231,2017-09-29,New,Home Delivery,Mobile ,17424.78,-0.2620192307692308,-0.1791530944625407,-0.09126984126984126,-0.4495192307692308
232,2017-09-30,Existing,Home Delivery,Mobile ,1545057.32,-0.16583277205811603,-0.09498817694215353,-0.010578638796839153,-0.2530549408255557
233,2017-09-30,New,Store Collection,Desktop ,33836.24,-0.1285140562248996,-0.08064516129032258,-0.05263157894736842,-0.24096385542168675
234,2017-09-30,New,Home Delivery,Desktop ,283876.24,-0.17560034305317324,-0.15968790637191158,-0.027855153203342618,-0.32654373927958835
235,2017-09-30,New,Home Delivery,Mobile ,16951.02,-0.24087591240875914,-0.21794871794871795,-0.004098360655737705,-0.40875912408759124
236,2017-09-30,Existing,Store Collection,Desktop ,337834.12,-0.133125,-0.0555155010814708,-0.03791348600508906,-0.21229166666666666
237,2017-09-30,Existing,Store Collection,Mobile ,323263.18,-0.1485384768343607,-0.12050443717888837,-0.048858204992033985,-0.2877311592761981
238,2017-09-30,Existing,Home Delivery,Desktop ,1622578.18,-0.15924243888298387,-0.01327433628318584,-0.07291363345175005,-0.2308918736109769
239,2017-09-30,New,Store Collection,Mobile ,2761.72,-0.26229508196721313,-0.022222222222222223,-0.09090909090909091,-0.3442622950819672
